card_id,kiosk_name,churn_proba,predicted_churn,risk_level,cnt_m0,n_cats_m0,activated_m0
CARD-07565,REGION-013,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07566,REGION-025,0.9279598796474744,1,CRITICAL,0,0,0
CARD-07567,REGION-032,0.3364805534969446,0,MEDIUM,4,2,1
CARD-07568,REGION-003,0.6580176562386194,1,HIGH,0,0,0
CARD-07569,REGION-009,0.0,0,LOW,13,2,1
CARD-07570,REGION-046,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07571,REGION-042,0.0,0,LOW,41,5,1
CARD-07572,REGION-048,0.20811607345273264,0,LOW,4,2,1
CARD-07573,REGION-061,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07574,REGION-032,0.3364805534969446,0,MEDIUM,2,1,1
CARD-07575,REGION-006,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07576,REGION-070,0.0,0,LOW,7,2,1
CARD-07577,REGION-046,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07578,REGION-027,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07579,REGION-065,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07580,REGION-069,0.5537076870825302,1,HIGH,0,0,0
CARD-07581,REGION-016,0.0,0,LOW,34,4,1
CARD-07582,REGION-027,0.6580176562386194,1,HIGH,0,0,0
CARD-07583,REGION-004,0.6580176562386194,1,HIGH,0,0,0
CARD-07584,REGION-009,0.0,0,LOW,64,5,1
CARD-07585,REGION-036,0.9279598796474744,1,CRITICAL,0,0,0
CARD-07586,REGION-034,0.0,0,LOW,12,3,1
CARD-07587,REGION-057,0.3364805534969446,0,MEDIUM,4,2,1
CARD-07588,REGION-027,0.3185024050646761,0,MEDIUM,3,1,1
CARD-07589,REGION-038,0.0,0,LOW,5,1,1
CARD-07590,REGION-051,0.0,0,LOW,11,2,1
CARD-07591,REGION-028,0.6580176562386194,1,HIGH,0,0,0
CARD-07592,REGION-046,0.3185024050646761,0,MEDIUM,2,1,1
CARD-07593,REGION-062,0.0,0,LOW,34,2,1
CARD-07594,REGION-057,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07595,REGION-033,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07596,REGION-073,0.5431389654249147,1,HIGH,0,0,0
CARD-07597,REGION-018,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07598,REGION-006,0.3185024050646761,0,MEDIUM,2,1,1
CARD-07599,REGION-009,0.327900395620486,0,MEDIUM,3,1,1
CARD-07600,REGION-032,0.0,0,LOW,18,3,1
CARD-07601,REGION-016,0.5537076870825302,1,HIGH,0,0,0
CARD-07602,REGION-017,0.6580176562386194,1,HIGH,0,0,0
CARD-07603,REGION-046,0.6580176562386194,1,HIGH,0,0,0
CARD-07604,REGION-070,0.5537076870825302,1,HIGH,0,0,0
CARD-07605,REGION-057,0.0,0,LOW,14,2,1
CARD-07606,REGION-075,0.9279598796474744,1,CRITICAL,0,0,0
CARD-07607,REGION-031,0.4845185075321558,1,MEDIUM,2,1,1
CARD-07608,REGION-002,0.0,0,LOW,38,4,1
CARD-07609,REGION-036,0.0,0,LOW,5,2,1
CARD-07610,REGION-018,0.6580176562386194,1,HIGH,0,0,0
CARD-07611,REGION-022,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07612,REGION-032,0.6580176562386194,1,HIGH,0,0,0
CARD-07613,REGION-018,0.6580176562386194,1,HIGH,0,0,0
CARD-07614,REGION-039,0.0,0,LOW,10,3,1
CARD-07615,REGION-023,0.3364805534969446,0,MEDIUM,2,1,1
CARD-07616,REGION-018,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07617,REGION-029,0.6580176562386194,1,HIGH,0,0,0
CARD-07618,REGION-075,0.3239750095256527,0,MEDIUM,0,0,0
CARD-07619,REGION-018,0.46896219892366514,1,MEDIUM,4,2,1
CARD-07620,REGION-028,0.3364805534969446,0,MEDIUM,4,2,1
CARD-07621,REGION-027,0.3239750095256527,0,MEDIUM,0,0,0
CARD-07622,REGION-003,0.0,0,LOW,5,2,1
CARD-07623,REGION-003,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07624,REGION-006,0.4845185075321558,1,MEDIUM,4,2,1
CARD-07625,REGION-009,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07626,REGION-034,0.6580176562386194,1,HIGH,0,0,0
CARD-07627,REGION-059,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07628,REGION-042,0.5431389654249147,1,HIGH,0,0,0
CARD-07629,REGION-009,0.3364805534969446,0,MEDIUM,4,2,1
CARD-07630,REGION-016,0.20811607345273264,0,LOW,3,1,1
CARD-07631,REGION-018,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07632,REGION-027,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07633,REGION-042,0.6580176562386194,1,HIGH,0,0,0
CARD-07634,REGION-013,0.0,0,LOW,21,5,1
CARD-07635,REGION-046,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07636,REGION-009,0.6580176562386194,1,HIGH,0,0,0
CARD-07637,REGION-018,0.0,0,LOW,5,1,1
CARD-07638,REGION-033,0.0,0,LOW,59,5,1
CARD-07639,REGION-050,0.20811607345273264,0,LOW,2,1,1
CARD-07640,REGION-019,0.0,0,LOW,7,2,1
CARD-07641,REGION-046,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07642,REGION-006,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07643,REGION-009,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07644,REGION-003,0.0,0,LOW,14,1,1
CARD-07645,REGION-006,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07646,REGION-046,0.6580176562386194,1,HIGH,0,0,0
CARD-07647,REGION-065,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07648,REGION-033,0.6580176562386194,1,HIGH,0,0,0
CARD-07649,REGION-035,0.0,0,LOW,30,2,1
CARD-07650,REGION-069,0.49828139689988526,1,MEDIUM,0,0,0
CARD-07651,REGION-046,0.0,0,LOW,16,1,1
CARD-07652,REGION-046,0.6580176562386194,1,HIGH,0,0,0
CARD-07653,REGION-067,0.3185024050646761,0,MEDIUM,2,1,1
CARD-07654,REGION-067,0.20811607345273264,0,LOW,2,1,1
CARD-07655,REGION-030,0.0,0,LOW,6,1,1
CARD-07656,REGION-059,0.0,0,LOW,5,2,1
CARD-07657,REGION-046,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07658,REGION-057,0.3185024050646761,0,MEDIUM,2,1,1
CARD-07659,REGION-046,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07660,REGION-014,0.46896219892366514,1,MEDIUM,2,1,1
CARD-07661,REGION-042,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07662,REGION-061,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07663,REGION-017,0.9279598796474744,1,CRITICAL,0,0,0
CARD-07664,REGION-031,0.0,0,LOW,21,4,1
CARD-07665,REGION-046,0.3364805534969446,0,MEDIUM,4,2,1
CARD-07666,REGION-015,0.3364805534969446,0,MEDIUM,2,1,1
CARD-07667,REGION-018,0.6580176562386194,1,HIGH,0,0,0
CARD-07668,REGION-074,0.5431389654249147,1,HIGH,0,0,0
CARD-07669,REGION-057,0.6580176562386194,1,HIGH,0,0,0
CARD-07670,REGION-046,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07671,REGION-046,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07672,REGION-036,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07673,REGION-038,0.6580176562386194,1,HIGH,0,0,0
CARD-07674,REGION-015,0.4845185075321558,1,MEDIUM,4,2,1
CARD-07675,REGION-006,0.9279598796474744,1,CRITICAL,0,0,0
CARD-07676,REGION-025,0.9279598796474744,1,CRITICAL,0,0,0
CARD-07677,REGION-009,0.0,0,LOW,7,2,1
CARD-07678,REGION-062,0.20811607345273264,0,LOW,4,2,1
CARD-07679,REGION-016,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07680,REGION-013,0.6580176562386194,1,HIGH,0,0,0
CARD-07681,REGION-006,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07682,REGION-054,0.0,0,LOW,15,3,1
CARD-07683,REGION-019,0.20811607345273264,0,LOW,2,1,1
CARD-07684,REGION-018,0.6580176562386194,1,HIGH,0,0,0
CARD-07685,REGION-046,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07686,REGION-062,0.0,0,LOW,11,3,1
CARD-07687,REGION-046,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07688,REGION-005,0.6580176562386194,1,HIGH,0,0,0
CARD-07689,REGION-009,0.6580176562386194,1,HIGH,0,0,0
CARD-07690,REGION-032,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07691,REGION-018,0.3364805534969446,0,MEDIUM,2,1,1
CARD-07692,REGION-012,0.0,0,LOW,21,2,1
CARD-07693,REGION-002,0.6580176562386194,1,HIGH,0,0,0
CARD-07694,REGION-057,0.0,0,LOW,6,1,1
CARD-07695,REGION-039,0.6580176562386194,1,HIGH,0,0,0
CARD-07696,REGION-028,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07697,REGION-024,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07698,REGION-027,0.0,0,LOW,28,3,1
CARD-07699,REGION-018,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07700,REGION-009,0.0,0,LOW,7,2,1
CARD-07701,REGION-018,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07702,REGION-009,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07703,REGION-042,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07704,REGION-016,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07705,REGION-004,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07706,REGION-039,0.6580176562386194,1,HIGH,0,0,0
CARD-07707,REGION-009,0.3364805534969446,0,MEDIUM,3,1,1
CARD-07708,REGION-036,0.0,0,LOW,10,1,1
CARD-07709,REGION-046,0.6580176562386194,1,HIGH,0,0,0
CARD-07710,REGION-017,0.6580176562386194,1,HIGH,0,0,0
CARD-07711,REGION-003,0.0,0,LOW,14,2,1
CARD-07712,REGION-011,0.49828139689988526,1,MEDIUM,0,0,0
CARD-07713,REGION-053,0.0,0,LOW,6,3,1
CARD-07714,REGION-056,0.0,0,LOW,6,1,1
CARD-07715,REGION-002,0.4845185075321558,1,MEDIUM,2,1,1
CARD-07716,REGION-074,0.0,0,LOW,10,2,1
CARD-07717,REGION-046,0.0,0,LOW,5,2,1
CARD-07718,REGION-027,0.0,0,LOW,6,2,1
CARD-07719,REGION-062,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07720,REGION-067,0.5537076870825302,1,HIGH,0,0,0
CARD-07721,REGION-033,0.6580176562386194,1,HIGH,0,0,0
CARD-07722,REGION-013,0.20811607345273264,0,LOW,2,1,1
CARD-07723,REGION-018,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07724,REGION-038,0.6580176562386194,1,HIGH,0,0,0
CARD-07725,REGION-036,0.3364805534969446,0,MEDIUM,2,1,1
CARD-07726,REGION-032,0.4845185075321558,1,MEDIUM,2,1,1
CARD-07727,REGION-004,0.3364805534969446,0,MEDIUM,2,1,1
CARD-07728,REGION-046,0.0,0,LOW,6,1,1
CARD-07729,REGION-047,0.20811607345273264,0,LOW,2,1,1
CARD-07730,REGION-006,0.0,0,LOW,17,3,1
CARD-07731,REGION-009,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07732,REGION-013,0.4845185075321558,1,MEDIUM,2,1,1
CARD-07733,REGION-018,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07734,REGION-038,0.5805097899705248,1,HIGH,3,1,1
CARD-07735,REGION-052,0.6580176562386194,1,HIGH,0,0,0
CARD-07736,REGION-024,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07737,REGION-009,0.3364805534969446,0,MEDIUM,2,1,1
CARD-07738,REGION-052,0.0,0,LOW,13,2,1
CARD-07739,REGION-009,0.5537076870825302,1,HIGH,0,0,0
CARD-07740,REGION-046,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07741,REGION-016,0.0,0,LOW,8,2,1
CARD-07742,REGION-069,0.0,0,LOW,16,1,1
CARD-07743,REGION-009,0.0,0,LOW,11,2,1
CARD-07744,REGION-018,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07745,REGION-027,0.0,0,LOW,17,5,1
CARD-07746,REGION-046,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07747,REGION-027,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07748,REGION-048,0.5805097899705248,1,HIGH,2,1,1
CARD-07749,REGION-032,0.4845185075321558,1,MEDIUM,4,2,1
CARD-07750,REGION-057,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07751,REGION-075,0.3364805534969446,0,MEDIUM,2,1,1
CARD-07752,REGION-017,0.6580176562386194,1,HIGH,0,0,0
CARD-07753,REGION-018,0.0,0,LOW,10,2,1
CARD-07754,REGION-070,0.3364805534969446,0,MEDIUM,4,2,1
CARD-07755,REGION-027,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07756,REGION-046,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07757,REGION-073,0.5537076870825302,1,HIGH,0,0,0
CARD-07758,REGION-046,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07759,REGION-020,0.20811607345273264,0,LOW,2,1,1
CARD-07760,REGION-059,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07761,REGION-030,0.3185024050646761,0,MEDIUM,4,2,1
CARD-07762,REGION-060,0.6580176562386194,1,HIGH,0,0,0
CARD-07763,REGION-075,0.9279598796474744,1,CRITICAL,0,0,0
CARD-07764,REGION-064,0.0,0,LOW,19,1,1
CARD-07765,REGION-046,0.5805097899705248,1,HIGH,2,1,1
CARD-07766,REGION-046,0.9279598796474744,1,CRITICAL,0,0,0
CARD-07767,REGION-003,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07768,REGION-033,0.6580176562386194,1,HIGH,0,0,0
CARD-07769,REGION-033,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07770,REGION-048,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07771,REGION-012,0.0,0,LOW,6,1,1
CARD-07772,REGION-019,0.0,0,LOW,12,2,1
CARD-07773,REGION-018,0.3364805534969446,0,MEDIUM,2,1,1
CARD-07774,REGION-036,0.6580176562386194,1,HIGH,0,0,0
CARD-07775,REGION-068,0.5537076870825302,1,HIGH,0,0,0
CARD-07776,REGION-015,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07777,REGION-046,0.0,0,LOW,13,3,1
CARD-07778,REGION-024,0.0,0,LOW,144,5,1
CARD-07779,REGION-017,0.846172477953077,1,CRITICAL,0,0,0
CARD-07780,REGION-049,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07781,REGION-017,0.6580176562386194,1,HIGH,0,0,0
CARD-07782,REGION-075,0.4845185075321558,1,MEDIUM,4,2,1
CARD-07783,REGION-008,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07784,REGION-046,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07785,REGION-050,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07786,REGION-074,0.3364805534969446,0,MEDIUM,2,1,1
CARD-07787,REGION-075,0.3364805534969446,0,MEDIUM,2,1,1
CARD-07788,REGION-040,0.46896219892366514,1,MEDIUM,2,1,1
CARD-07789,REGION-069,0.3364805534969446,0,MEDIUM,2,1,1
CARD-07790,REGION-046,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07791,REGION-060,0.6580176562386194,1,HIGH,0,0,0
CARD-07792,REGION-018,0.0,0,LOW,22,4,1
CARD-07793,REGION-022,0.49828139689988526,1,MEDIUM,0,0,0
CARD-07794,REGION-046,0.6580176562386194,1,HIGH,0,0,0
CARD-07795,REGION-046,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07796,REGION-019,0.6580176562386194,1,HIGH,0,0,0
CARD-07797,REGION-051,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07798,REGION-063,0.0,0,LOW,102,5,1
CARD-07799,REGION-041,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07800,REGION-042,0.0,0,LOW,12,3,1
CARD-07801,REGION-053,0.3364805534969446,0,MEDIUM,4,2,1
CARD-07802,REGION-060,0.6580176562386194,1,HIGH,0,0,0
CARD-07803,REGION-033,0.8437688691692871,1,CRITICAL,2,1,1
CARD-07804,REGION-042,0.6580176562386194,1,HIGH,0,0,0
CARD-07805,REGION-009,0.9279598796474744,1,CRITICAL,0,0,0
CARD-07806,REGION-018,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07807,REGION-046,0.6580176562386194,1,HIGH,0,0,0
CARD-07808,REGION-009,0.9279598796474744,1,CRITICAL,0,0,0
CARD-07809,REGION-018,0.5537076870825302,1,HIGH,0,0,0
CARD-07810,REGION-002,0.5431389654249147,1,HIGH,0,0,0
CARD-07811,REGION-068,0.5431389654249147,1,HIGH,0,0,0
CARD-07812,REGION-024,0.5431389654249147,1,HIGH,0,0,0
CARD-07813,REGION-027,0.5805097899705248,1,HIGH,3,1,1
CARD-07814,REGION-042,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07815,REGION-021,0.0,0,LOW,7,2,1
CARD-07816,REGION-058,0.0,0,LOW,8,1,1
CARD-07817,REGION-004,0.6580176562386194,1,HIGH,0,0,0
CARD-07818,REGION-042,0.0,0,LOW,8,1,1
CARD-07819,REGION-007,0.0,0,LOW,74,5,1
CARD-07820,REGION-070,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07821,REGION-003,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07822,REGION-027,0.6580176562386194,1,HIGH,0,0,0
CARD-07823,REGION-003,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07824,REGION-029,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07825,REGION-053,0.0,0,LOW,17,3,1
CARD-07826,REGION-025,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07827,REGION-006,0.6580176562386194,1,HIGH,0,0,0
CARD-07828,REGION-029,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07829,REGION-027,0.0,0,LOW,6,1,1
CARD-07830,REGION-073,0.0,0,LOW,51,5,1
CARD-07831,REGION-047,0.3364805534969446,0,MEDIUM,2,1,1
CARD-07832,REGION-003,0.5537076870825302,1,HIGH,0,0,0
CARD-07833,REGION-018,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07834,REGION-023,0.0,0,LOW,8,2,1
CARD-07835,REGION-059,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07836,REGION-046,0.0,0,LOW,18,1,1
CARD-07837,REGION-048,0.0,0,LOW,21,3,1
CARD-07838,REGION-006,0.5537076870825302,1,HIGH,0,0,0
CARD-07839,REGION-046,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07840,REGION-067,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07841,REGION-036,0.6580176562386194,1,HIGH,0,0,0
CARD-07842,REGION-046,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07843,REGION-055,0.5431389654249147,1,HIGH,0,0,0
CARD-07844,REGION-027,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07845,REGION-032,0.6580176562386194,1,HIGH,0,0,0
CARD-07846,REGION-027,0.6580176562386194,1,HIGH,0,0,0
CARD-07847,REGION-032,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07848,REGION-027,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07849,REGION-057,0.49828139689988526,1,MEDIUM,0,0,0
CARD-07850,REGION-046,0.6580176562386194,1,HIGH,0,0,0
CARD-07851,REGION-009,0.5805097899705248,1,HIGH,2,1,1
CARD-07852,REGION-059,0.6580176562386194,1,HIGH,0,0,0
CARD-07853,REGION-017,0.6580176562386194,1,HIGH,0,0,0
CARD-07854,REGION-005,0.0,0,LOW,5,1,1
CARD-07855,REGION-075,0.6580176562386194,1,HIGH,0,0,0
CARD-07856,REGION-032,0.6580176562386194,1,HIGH,0,0,0
CARD-07857,REGION-074,0.4845185075321558,1,MEDIUM,4,2,1
CARD-07858,REGION-013,0.0,0,LOW,7,2,1
CARD-07859,REGION-064,0.4845185075321558,1,MEDIUM,4,2,1
CARD-07860,REGION-031,0.49828139689988526,1,MEDIUM,0,0,0
CARD-07861,REGION-063,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07862,REGION-003,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07863,REGION-059,0.3364805534969446,0,MEDIUM,4,2,1
CARD-07864,REGION-009,0.5537076870825302,1,HIGH,0,0,0
CARD-07865,REGION-005,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07866,REGION-027,0.6580176562386194,1,HIGH,0,0,0
CARD-07867,REGION-032,0.6580176562386194,1,HIGH,0,0,0
CARD-07868,REGION-015,0.6580176562386194,1,HIGH,0,0,0
CARD-07869,REGION-013,0.0,0,LOW,8,2,1
CARD-07870,REGION-064,0.0,0,LOW,7,2,1
CARD-07871,REGION-007,0.0,0,LOW,6,1,1
CARD-07872,REGION-024,0.9279598796474744,1,CRITICAL,0,0,0
CARD-07873,REGION-046,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07874,REGION-023,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07875,REGION-071,0.6580176562386194,1,HIGH,0,0,0
CARD-07876,REGION-050,0.0,0,LOW,8,1,1
CARD-07877,REGION-009,0.4845185075321558,1,MEDIUM,3,1,1
CARD-07878,REGION-032,0.4845185075321558,1,MEDIUM,4,2,1
CARD-07879,REGION-033,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07880,REGION-042,0.20811607345273264,0,LOW,2,1,1
CARD-07881,REGION-003,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07882,REGION-003,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07883,REGION-003,0.6580176562386194,1,HIGH,0,0,0
CARD-07884,REGION-002,0.3364805534969446,0,MEDIUM,3,1,1
CARD-07885,REGION-057,0.5805097899705248,1,HIGH,2,1,1
CARD-07886,REGION-051,0.9279598796474744,1,CRITICAL,0,0,0
CARD-07887,REGION-071,0.5431389654249147,1,HIGH,0,0,0
CARD-07888,REGION-009,0.0,0,LOW,15,2,1
CARD-07889,REGION-015,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07890,REGION-046,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07891,REGION-018,0.3364805534969446,0,MEDIUM,2,1,1
CARD-07892,REGION-009,0.3364805534969446,0,MEDIUM,2,1,1
CARD-07893,REGION-034,0.6580176562386194,1,HIGH,0,0,0
CARD-07894,REGION-004,0.0,0,LOW,8,1,1
CARD-07895,REGION-002,0.6580176562386194,1,HIGH,0,0,0
CARD-07896,REGION-018,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07897,REGION-059,0.3364805534969446,0,MEDIUM,3,1,1
CARD-07898,REGION-033,0.3364805534969446,0,MEDIUM,4,2,1
CARD-07899,REGION-046,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07900,REGION-027,0.6580176562386194,1,HIGH,0,0,0
CARD-07901,REGION-009,0.6580176562386194,1,HIGH,0,0,0
CARD-07902,REGION-058,0.3364805534969446,0,MEDIUM,2,1,1
CARD-07903,REGION-046,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07904,REGION-004,0.3364805534969446,0,MEDIUM,2,1,1
CARD-07905,REGION-074,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07906,REGION-005,0.0,0,LOW,52,5,1
CARD-07907,REGION-003,0.20811607345273264,0,LOW,3,1,1
CARD-07908,REGION-046,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07909,REGION-057,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07910,REGION-003,0.5537076870825302,1,HIGH,0,0,0
CARD-07911,REGION-064,0.6580176562386194,1,HIGH,0,0,0
CARD-07912,REGION-027,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07913,REGION-003,0.3364805534969446,0,MEDIUM,2,1,1
CARD-07914,REGION-033,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07915,REGION-058,0.3364805534969446,0,MEDIUM,3,1,1
CARD-07916,REGION-002,0.0,0,LOW,23,2,1
CARD-07917,REGION-055,0.5431389654249147,1,HIGH,0,0,0
CARD-07918,REGION-006,0.3364805534969446,0,MEDIUM,2,1,1
CARD-07919,REGION-007,0.0,0,LOW,5,2,1
CARD-07920,REGION-069,0.0,0,LOW,5,2,1
CARD-07921,REGION-053,0.5537076870825302,1,HIGH,0,0,0
CARD-07922,REGION-018,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07923,REGION-046,0.6580176562386194,1,HIGH,0,0,0
CARD-07924,REGION-042,0.0,0,LOW,6,1,1
CARD-07925,REGION-047,0.0,0,LOW,5,1,1
CARD-07926,REGION-018,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07927,REGION-057,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07928,REGION-039,0.3185024050646761,0,MEDIUM,2,1,1
CARD-07929,REGION-046,0.9279598796474744,1,CRITICAL,0,0,0
CARD-07930,REGION-067,0.0,0,LOW,19,3,1
CARD-07931,REGION-016,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07932,REGION-046,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07933,REGION-018,0.20811607345273264,0,LOW,4,2,1
CARD-07934,REGION-027,0.0,0,LOW,10,3,1
CARD-07935,REGION-032,0.0,0,LOW,15,2,1
CARD-07936,REGION-003,0.0,0,LOW,69,5,1
CARD-07937,REGION-011,0.6580176562386194,1,HIGH,0,0,0
CARD-07938,REGION-018,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07939,REGION-024,0.20811607345273264,0,LOW,2,1,1
CARD-07940,REGION-016,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07941,REGION-036,0.0,0,LOW,6,1,1
CARD-07942,REGION-069,0.5805097899705248,1,HIGH,2,1,1
CARD-07943,REGION-019,0.4845185075321558,1,MEDIUM,2,1,1
CARD-07944,REGION-042,0.6580176562386194,1,HIGH,0,0,0
CARD-07945,REGION-018,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07946,REGION-046,0.0,0,LOW,6,1,1
CARD-07947,REGION-032,0.0,0,LOW,8,2,1
CARD-07948,REGION-074,0.5431389654249147,1,HIGH,0,0,0
CARD-07949,REGION-009,0.0,0,LOW,5,1,1
CARD-07950,REGION-045,0.0,0,LOW,42,3,1
CARD-07951,REGION-069,0.0,0,LOW,5,2,1
CARD-07952,REGION-059,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07953,REGION-004,0.49828139689988526,1,MEDIUM,0,0,0
CARD-07954,REGION-044,0.0,0,LOW,119,6,1
CARD-07955,REGION-055,0.6580176562386194,1,HIGH,0,0,0
CARD-07956,REGION-053,0.3364805534969446,0,MEDIUM,2,1,1
CARD-07957,REGION-059,0.0,0,LOW,8,1,1
CARD-07958,REGION-004,0.3364805534969446,0,MEDIUM,2,1,1
CARD-07959,REGION-069,0.0,0,LOW,6,2,1
CARD-07960,REGION-038,0.6580176562386194,1,HIGH,0,0,0
CARD-07961,REGION-013,0.8437688691692871,1,CRITICAL,3,1,1
CARD-07962,REGION-018,0.8203187978014564,1,CRITICAL,0,0,0
CARD-07963,REGION-042,0.6580176562386194,1,HIGH,0,0,0
CARD-07964,REGION-046,0.46896219892366514,1,MEDIUM,2,1,1
CARD-07965,REGION-017,0.0,0,LOW,8,2,1
CARD-07966,REGION-027,0.0,0,LOW,16,1,1
CARD-07967,REGION-006,0.8203187978014564,1,CRITICAL,0,0,0
